# RockClimbingSorting
This C++ project takes the 1000 top rated rock climbing routes across the United States and sorts and manages the data using data structures and algorithms.
Darkness 'til Dawn,Redgarden - Lumpe to the top > Redgarden Wall > Eldorado Canyon SP > Boulder > Colorado,3.6,5.10a,1,236
Thin Slice,Parking Lot Rock - Northeast > Parking Lot Rock > City of Rocks > South Idaho > Idaho,3.6,5.10a,1,237
Double Crack,j. The Yellow Wall and The Seasons > The Trapps > The Gunks > New York,3.6,5.8,1,238
Evergreen,Pine Tree Rock > Chopping Block > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota,3.7,5.9,1,239
Comfortably Numb,The Pinnacle > Sand Rock > Alabama,3.6,5.9,1,240
Prodigal Sun,Angel's Landing > Zion National Park > Southwest Utah > Utah,3.4,5.8 C2,9,241
Friday the 13th,Nautilus > Vedauwoo > Wyoming,3.6,5.10a/b,3,242
The Green Adjective,Green Adjective Gully > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah,3.6,5.9+,3,243
Regular Route (Higher Cathedral Spire),3. Higher Cathedral Spire > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California,3.5,5.9,4,244
Cosmosis,Bell Buttress - Main Crag > Bell Buttress Massif > Boulder Canyon > Boulder > Colorado,3.6,5.10a,2,245
Great Red Book,The Great Red Book Area > 04-Second Pullout (Calico II) > Red Rock > Southern Nevada > Nevada,3.4,5.8,2,246
Mainstreet,Coke Bottle > Vedauwoo > Wyoming,3.6,5.10a,1,247
Minor Dihedral,Haystack Mountain > Deep Lake Area > Wind River Range > Wyoming,3.6,5.9,10,248
MF,e. The Mac Wall (Something Interesting) > The Trapps > The Gunks > New York,3.6,5.9,2,249
Flakes of Wrath,Wall Street > Potash Road > Southeast Utah > Utah,3.5,5.9+,1,250
Kamps Crack (Classic Crack),Inner Outlet > Outlets > Sylvan Lake > Custer State Park > South Dakota,3.7,-5.8,1,251
Congratulations,05: Pedestal Buttress > East Bluff 04 - East Rampart > Devil's Lake > Baraboo Range > Wisconsin,3.6,5.10a,1,252
Classic Dihedral,Bucksnort Slab > Pine Area > South Platte > Colorado,3.6,5.7,2,253
Space Truckin',Eagle Lake Cliff > Eagle Creek Canyon > West Shore > Lake Tahoe > California,3.6,-5.1,1,254
Moonshine Dihedral,(k) The Dihedrals > Smith Rock > Central Oregon > Oregon,3.6,5.9,2,255
The Snaz,Cathedral Buttress > Death Canyon > Grand Teton National Park > Wyoming,3.6,5.10a,1,256
Cheerio Bowl,D. Pricker Peak > C. Hidden Peaks > E. South Canyon > *Jackson Falls > Illinois,3.6,5.10a,1,257
Northeast Ridge of the Pinnacle,05. Huntington Ravine > WM: Pinkham / Presidentials > New Hampshire,3.4,5.7,7,258
Shock and Awe,West Buttress - South > Castle Rocks > Castle Rocks > South Idaho > Idaho,3.7,5.10a,1,259
J-Crack,J-Crack Slab Area > The Book > Lumpy Ridge > Estes Park Valley > Colorado,3.6,5.9+,4,260
Seasoned in the Sun,Grand Wall Base Area > The Chief > Squamish > British Columbia > Canada > North America > International,3.6,-5.1,1,261
The Reacharound,Lakeside in the Woods > Murrin Park > Squamish > British Columbia > Canada > North America > International,3.6,5.9,1,262
Private Pizza,Private Pizza Wall > Lower Buckhorn > Buckhorn Wash > San Rafael Swell - North > San Rafael Swell > South Central Utah > Utah,3.6,5.9,1,263
The Sting,Poke-O-Moonshine Main Face > Poke-O-Moonshine > A: Lake Champlain Region > Adirondacks > New York,3.6,5.8+,1,264
Cromagnon,East Face > Dike Wall > Lake George > Mammoth Lakes Area > Sierra Eastside > California,3.6,5.10a,1,265
Olive Oil,Rose Tower > 11-Juniper Canyon > Red Rock > Southern Nevada > Nevada,3.3,5.7,5,266
WMA Crack,Confederate Cracks > West Side > Horseshoe Canyon Ranch > North-Central Arkansas > Arkansas,3.6,5.9+,1,267
Mars Attacks,The Fin > Dry Creek Road Area > West Sedona > Sedona Area > Northern Arizona > Arizona,3.5,5.9 PG13,4,268
The Metamorphosis,Wind Tower - S Face > The Wind Tower > Eldorado Canyon SP > Boulder > Colorado,3.6,-5.1,1,269
North Arete,Bear Creek Spire > 06 - Little Lakes Valley & Mono Recesses > High Sierra > California,3.5,5.8,6,270
The Green Spur,Redgarden - Lumpe to the top > Redgarden Wall > Eldorado Canyon SP > Boulder > Colorado,3.5,5.9+,2,271
Blind Faith,The Bastille - W Face > The Bastille > Eldorado Canyon SP > Boulder > Colorado,3.5,5.10a,2,272
Cryogenics,Lower Grotto Wall > Grotto Walls Area > Independence Pass > Colorado,3.6,-5.1,2,273
East of Eden,The Eden Wall > Eden Area > The Narrows > Poudre Canyon > Fort Collins > Colorado,3.6,5.9,1,274
Golden Locks,T-Wall East > The Tennessee Wall > Tennessee,3.6,5.9,1,275
Ashtar Command,Ataxia Tower > Mount Carmel Tunnel > Zion National Park > Southwest Utah > Utah,3.5,5.9,2,276
Hair City,The Bastille - W Face > The Bastille > Eldorado Canyon SP > Boulder > Colorado,3.6,5.9+ R,3,277
Frosted Flake,Cereal Buttress > Rumbling Bald > 1. Southern Mountains Region > North Carolina,3.6,5.9+,1,278
Smoke Bluff Connection,Wall Area > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International,3.6,5.10a,4,279
Wherever I May Roam,(6) Northwest Face > (m) Smith Rock Group > Smith Rock > Central Oregon > Oregon,3.3,5.9,5,280
Traitor Horn,West Face - Right Side > (g) West Face > Tahquitz Rock > Tahquitz & Suicide Rocks > California,3.4,5.8,4,281
Pegasus,Main Walls > Cathole Mountain > Central Valley > Connecticut,3.6,5.8,1,282
Sail Away,Hidden Tower > Real Hidden Valley > Hidden Valley Area > Joshua Tree National Park > California,3.5,-5.8,1,283
Spiderman,(p) Spiderman Buttress > Smith Rock > Central Oregon > Oregon,3.5,5.7,2,284
Ferrovieri,3. Second Buttress > Upper Meadow > Meadow River Gorge > The New River Gorge > West Virginia,3.6,5.7,1,285
Stan's Crack,Sunset North > Sunset Park > Tennessee,3.6,5.8+,2,286
El Camino Real,West Face - Right Side > (g) West Face > Tahquitz Rock > Tahquitz & Suicide Rocks > California,3.5,5.10a,4,287
New Diversions,Ap. New Diversions > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California,3.6,5.10a,2,288
Boardwalk,Main Tier > Ship Rock > 2. Northern Mountains Region > North Carolina,3.6,5.8,2,289
Baba Cool,Chopping Block > Chopping Block > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota,3.6,5.9+,1,290
Void of Form,Pontatoc Ridge > Pontatoc Canyon > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,3.1,5.9,10,291
South Face Route,J. North Dome > Valley North Side > Yosemite Valley > Yosemite National Park > California,3.6,5.8,7,292
Alice in Bucketland,Redgarden - Tower One > Redgarden Wall > Eldorado Canyon SP > Boulder > Colorado,3.6,5.8+ R,2,293
Generic Crack,Donnelly Canyon > Indian Creek > Southeast Utah > Utah,3.4,-5.1,1,294
Flying & Drinking and Drinking & Driving,Upper Beer Wall > Beer Walls > B: Chapel Pond Pass > Adirondacks > New York,3.6,5.10a PG13,1,295
Fantasy,M) Fantasy Area > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia,3.5,5.8,2,296
Waves,Shipyard Rock > South Seas > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota,3.6,5.8,2,297
Inca Roads,Main Face > Royal Columns > Tieton River > South-Central & Yakima > Washington,3.6,5.9,1,298
Robbins Crack,Robbins Boulder > Mount Woodson > North San Diego County > San Diego County > California,3.6,5.10a,1,299
Diedre,The Diedre Area > *Cathedral Ledge > New Hampshire,3.5,5.10a,5,300
Magnolia Thunderpussy,Middle Section > Granite Mountain > **Prescott Area > Central Arizona > Arizona,3.6,5.9,3,301
Winds of Fire,Hard Rock > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah,3.6,5.10a,1,302
Middle Parallel Space,Nautilus > Vedauwoo > Wyoming,3.6,5.9,2,303
Jolt,The Hinterlands > *Rumney > New Hampshire,3.5,5.10a,1,304
Syke's Sickle,Spearhead > Glacier Gorge > RMNP - Rock > Alpine Rock > Colorado,3.4,5.9+,7,305
Fruit Loops,Cereal Buttress > Rumbling Bald > 1. Southern Mountains Region > North Carolina,3.5,5.7+,2,306
Breakfast of Champions,(C) Main Wall left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,3.5,5.10a,1,307
Modern Trad,First Cliff > Patricia Bowl > Rock Creek > Mammoth Lakes Area > Sierra Eastside > California,3.6,5.10a,1,308
Southwest Corner,Petit Grepon > RMNP - Rock > Alpine Rock > Colorado,3.6,5.9,9,309
Mental Physics,Lenticular Dome > West Wonderland Valley > Wonderland Valley > Wonderland South > Wonderland of Rocks > Joshua Tree National Park > California,3.4,5.7,2,310
Bunny Slope,Critic's Choice > Indian Creek > Southeast Utah > Utah,3.6,5.9,1,311
Flying Circus,Neat and Cool > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International,3.6,5.10a,1,312
Nutcracker,Barber Wall > *Cathedral Ledge > New Hampshire,3.6,5.10a,1,313
Unconquerable Crack,Main Cliff > Ragged Mountain > Central Valley > Connecticut,3.6,5.9+,1,314
Lava Haul,Flavin Haven > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,3.6,5.10a,1,315
Intimidation,Lower Blair III > Lower Blair I II III and vicinity > Blair (overview) > Vedauwoo > Wyoming,3.6,5.9+,1,316
Northwest Corner (a.k.a. Boving-Pollack Route),North Early Winter Spire > Liberty Bell Group > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington,3.5,5.9,4,317
Something Interesting,e. The Mac Wall (Something Interesting) > The Trapps > The Gunks > New York,3.5,5.7+,2,318
The Underling,Eastern Sky Bridge Ridge > Northern Gorge > Red River Gorge > Kentucky,3.6,5.9,1,319
Outside Corner,JHCOB Wall > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah,3.4,5.7,3,320
Solid Gold,South Astro Dome - Northeast Face > South Astro Dome > The Astro Domes > West Wonderland Valley > Wonderland Valley > Wonderland South > Wonderland of Rocks > Joshua Tree National Park > California,3.5,5.10a/b,2,321
Voyage of the Cowdog,(a) Picnic Lunch Wall > Smith Rock > Central Oregon > Oregon,3.3,5.8+,3,322
Le Teton,f. The Guides' Wall (Madame G's) > The Trapps > The Gunks > New York,3.5,5.9+,1,323
North Ridge,Montezuma Tower > Garden of the Gods > Colorado Springs > Colorado,3.5,5.7,2,324
Dirty Pinkos,(u) Red Wall > Smith Rock > Central Oregon > Oregon,3.4,5.9+,4,325
Teeny Face,i. High E > The Trapps > The Gunks > New York,3.6,5.10a,2,326
Hackberry Crack,Walls Of Moria > West Side > Horseshoe Canyon Ranch > North-Central Arkansas > Arkansas,3.6,5.9,1,327
EGBG,Chocolate Factory > Bald Rock Fork Recreational Preserve (BRRP) > Red River Gorge > Kentucky,3.5,5.10a,1,328
Arrow,h. The Arrow Wall - CCK > The Trapps > The Gunks > New York,3.5,5.8,2,329
High Anxiety,Lower Mount Scott > Mount Scott > Wichita Mountains Wildlife Refuge > Oklahoma,3.6,5.7,1,330
Touch and Go,Touch and Go Face > Echo Rock Area > Central Joshua Tree > Joshua Tree National Park > California,3.5,5.9,1,331
Headstone Surfer,Funk Rock City > Northern Gorge > Red River Gorge > Kentucky,3.6,5.10a,1,332
Post Moderate,Winter Wall > Diablo Canyon > Santa Fe Area > New Mexico,3.5,5.9,1,333
Birdland,b. Gelsa to Moe (closure) > The Near Trapps > The Gunks > New York,3.5,5.8+,2,334
Leopard Skin,Sand Dunes > Island In The Sky > Snow Canyon State Park > Saint George > Southwest Utah > Utah,3.3,5.7,4,335
Pete's Farewell,Pitchoff Chimney Cliff > C: Keene Region > Adirondacks > New York,3.5,5.7,3,336
Estrellita,Estrellita > La Cueva Canyon Upper > Sandia Mountains > Albuquerque Area > New Mexico,3.6,5.8,1,337
Old Man,South Fin > 4 - Windy Point West > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,3.6,5.9,1,338
North Ridge,Steeple Peak > Deep Lake Area > Wind River Range > Wyoming,3.5,5.8,5,339
Pistol Pete,Doc Holliday Wall > Central Pinnacles > Holcomb Valley Pinnacles > Big Bear City Area > Big Bear North > Big Bear Lake Area > San Bernardino Mountains > California,3.5,5.10a/b,1,340
Backbone Ridge,Dragontail Peak > Stuart-Enchantments > Central-East Cascades Wenatchee & Leavenworth > Washington,3.4,5.9,12,341
After The Fall,Green Adjective Gully > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah,3.5,5.9,1,342
Slip 'n Slide,Lower Elbow Room > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,3.6,5.9,1,343
Perversion,Mickey Mouse Wall > Eldorado Mountain > Boulder > Colorado,3.5,5.9,3,344
Pogue Ethics,Phantasia > Northern Gorge > Red River Gorge > Kentucky,3.5,5.9+,1,345
Dr. Rubo's Wild Ride,Summit Block Rock > Coffeepot Rock Area > West Sedona > Sedona Area > Northern Arizona > Arizona,3.5,5.9,4,346
Climb and Punishment,Reynolds Hill > Vedauwoo > Wyoming,3.5,5.9+,1,347
Isaiah,The Overlook > Oak Creek Canyon Overlook > Flagstaff Area > Northern Arizona > Arizona,3.6,5.9+,1,348
Standard Route,Gallatin Tower > West Side > Gallatin Canyon > Southwest Region > Montana,3.5,5.8+,3,349
God's Own Drunk,Khayyam Spire > Cathedral Spires > Custer State Park > South Dakota,3.6,5.9,2,350
Sundike,Sunshine Face - Right Side > (k) Sunshine Face > Suicide Rock > Tahquitz & Suicide Rocks > California,3.6,5.10a,1,351
Crescent Arch,West Face > Daff Dome > Daff Area > Tuolumne Meadows > Yosemite National Park > California,3.5,5.10a,5,352
Sometime Crack,05: Pedestal Buttress > East Bluff 04 - East Rampart > Devil's Lake > Baraboo Range > Wisconsin,3.5,5.10a,1,353
Turkey Foot Crack,Sunshine Wall > Cathedral Spires Area > South Platte > Colorado,3.5,5.10a,1,354
Conan's Gonads (Conad's),Twin Owls > Lumpy Ridge > Estes Park Valley > Colorado,3.6,5.9,1,355
Meteor,Left Wall > The Wedge > El Cajon Mountain > South San Diego County > San Diego County > California,3.4,5.8,4,356
Exorcist,East Wall Inner (Exorcist Area) > Hall of Horrors > Hall of Horrors Area > Sheep Pass Area > Central Joshua Tree > Joshua Tree National Park > California,3.5,5.10a,1,357
Flight of the Gumby,6. Butcher's Branch > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia,3.5,5.9+,1,358
High Dive,Glass Ocean and Environs > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah,3.6,5.9+,2,359
Long John Wall,West Ridge - part B - Long John to Verschneidung > The West Ridge > Eldorado Canyon SP > Boulder > Colorado,3.4,5.8,4,360
Underdog,Main Cliff > *Rumney > New Hampshire,3.4,5.10a,1,361
New Yosemite,Junkyard Wall > Junkyard Area > New River Gorge Proper > The New River Gorge > West Virginia,3.5,5.9,1,362
Sliding Board,7. The Slabs > *Whitehorse Ledge > New Hampshire,3.5,5.7 R,9,363
Maginot Line,Shortoff Mountain > Linville Gorge > 2. Northern Mountains Region > North Carolina,3.5,5.7,4,364
Escape Artist,SOB Gully (skier's left side) > North Rim Routes > Black Canyon of the Gunnison > Gunnison > Colorado,3.4,5.10a,7,365
West Face Variation Direct,(s) Monkey Face > Smith Rock > Central Oregon > Oregon,3.5,5.8,2,366
Keep on Struttin',h. The Arrow Wall - CCK > The Trapps > The Gunks > New York,3.5,5.9+,3,367
Batwings,Parking Lot Rock - West > Parking Lot Rock > City of Rocks > South Idaho > Idaho,3.5,5.8+,1,368
Braille Book,5. Higher Cathedral Rock > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California,3.4,5.8+,6,369
East Face Left Side Cracks,Pingora > Cirque of the Towers > Wind River Range > Wyoming,3.4,5.7+,11,370
Animal Cracker,Animal Cracker Rock > City of Rocks > South Idaho > Idaho,3.5,5.10a,2,371
Groove Tube,Fire Wall > Tonsai Bay > Laem Phra Nang (Railay & Tonsai) > South - Islands & Beaches > Thailand > Asia > International,3.5,-5.9,2,372
Orange Out Direct,The Overlook > Oak Creek Canyon Overlook > Flagstaff Area > Northern Arizona > Arizona,3.6,5.9,1,373
Xanadu,West Ridge - part D - Xanadu to Pony Express > The West Ridge > Eldorado Canyon SP > Boulder > Colorado,3.5,5.10a,1,374
Dead Man Walking,The Dihedrals > El Potrero Chico > Nuevo Leon > Mexico > North America > International,3.5,5.9,1,375
Mrs. Field's Follies,01. Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,3.4,5.8,1,376
The Wasteland,The Wasteland > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,3.4,5.8,6,377
Black Orpheus,Black Orpheus Amphitheater > 12-Oak Creek Canyon > Red Rock > Southern Nevada > Nevada,3.3,5.9+,8,378
Commitment,First Tier > Five Open Books > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California,3.4,5.9,3,379
Trezlar,(q) Mesa Verde Wall > Smith Rock > Central Oregon > Oregon,3.5,5.10a,2,380
The Classic,Middle Section > Granite Mountain > **Prescott Area > Central Arizona > Arizona,3.5,5.7+,3,381
Passages,T-Wall East > The Tennessee Wall > Tennessee,3.5,5.8,1,382
Rico Suave,3. Rico Suave Buttress > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia,3.5,5.10a,1,383
Climbin' Punishment,Southern Pillar - West Side > Southern Pillar > Seneca Rocks > West Virginia,3.5,5.8+,3,384
Bon Homme Variation,South and East Faces > Devils Tower > Wyoming,3.5,5.8,3,385
Absinthe of Mallet,The Sheepshead > Sheepshead Area (Southwest) > West Stronghold > Cochise Stronghold > Southern Arizona > Arizona,3.4,-5.1,7,386
Will the Wolf Survive?,Los Lobos Wall > Los Lobos Canyon > El Potrero Chico > Nuevo Leon > Mexico > North America > International,3.4,5.10a,4,387
Coffin Nail,West Face - Right Side > (g) West Face > Tahquitz Rock > Tahquitz & Suicide Rocks > California,3.4,5.8,2,388
Green Goblin,North Forty Routes > North Side > Horseshoe Canyon Ranch > North-Central Arkansas > Arkansas,3.5,5.8,1,389
Too Much Fun,Bumblie Rock > City of Rocks > South Idaho > Idaho,3.5,5.8,1,390
Labyrinth,Reynolds Hill > Vedauwoo > Wyoming,3.5,5.9,2,391
Long Time No See,The Apron > The Chief > Squamish > British Columbia > Canada > North America > International,3.3,5.9,9,392
Casual Viewing,Global Village > Natural Bridge Region > Red River Gorge > Kentucky,3.5,5.7,1,393
Lichen or Leave It,North Peak - East Face > Seneca Rocks > West Virginia,3.5,5.8,1,394
Built to Tilt,Shortoff Mountain > Linville Gorge > 2. Northern Mountains Region > North Carolina,3.7,5.10a/b,3,395
Inferno,Inferno - Atlantis Area > 2. South Buttress > *Whitehorse Ledge > New Hampshire,3.5,5.8,4,396
Dufty's Popoff,Southeast Corner > South Peak - East Face > Seneca Rocks > West Virginia,3.5,5.7 PG13,1,397
Mr. Clean,The Barkeater Cliff > C: Keene Region > Adirondacks > New York,3.5,5.8+,1,398
Sidetrack,Sundance Buttress > Lumpy Ridge > Estes Park Valley > Colorado,3.5,5.9,6,399
Three Star Salad Bar,Salad Bar > Denny East > Denny Cove > Tennessee,3.5,5.9,1,400
Ruben,Jimmywood > Foster Falls > Tennessee,3.5,5.9,1,401
West Pillar Direct,Eichorn Pinnacle > Cathedral Range > Tuolumne Meadows > Yosemite National Park > California,3.5,-5.1,5,402
Riverboat Gambler,Above Anthrax > Necedah (Petenwell Bluff) > Central > Wisconsin,3.5,5.10a,1,403
Crescendo,JHCOB Wall > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah,3.3,5.9,4,404
Fantasia,Poland Hill > Vedauwoo > Wyoming,3.5,5.9,1,405
Whiteout,Emerald City > Natural Bridge Region > Red River Gorge > Kentucky,3.5,5.8,2,406
Mayflower,The Prow > Paradise Forks > Sycamore Canyon > Northern Arizona > Arizona,3.5,5.9,1,407
South Buttress,Pingora > Cirque of the Towers > Wind River Range > Wyoming,3.4,5.8,4,408
Pointy Little Devil,Shakers > Monster North > Magna Carta > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota,3.5,5.8,1,409
Red Rib,Hostess Gully - West Corridor > Castle Rocks > Castle Rocks > South Idaho > Idaho,3.5,5.10a,1,410
Dr. Evil,Gotham City > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,3.5,5.10a,1,411
Swamp Rat,Cliffs of Insanity > East Side > Horseshoe Canyon Ranch > North-Central Arkansas > Arkansas,3.5,5.8,1,412
Guillotine,Otter Cliffs > -Acadia National Park > Maine,3.5,5.10a/b,1,413
Deft Jam,Confederate Cracks > West Side > Horseshoe Canyon Ranch > North-Central Arkansas > Arkansas,3.5,5.9,1,414
Wiessner Face,Wiessner Wall > West Bluff 03 - Cleo Amphitheater > Devil's Lake > Baraboo Range > Wisconsin,3.5,5.7,1,415
Paradise Alley,Shortoff Mountain > Linville Gorge > 2. Northern Mountains Region > North Carolina,3.5,5.8+,4,416
"Disco Duck""Waterfront"," The > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah""",3.5,5.10a,1,417
Sunset Streaks,Main Wall > Corte Madera > South San Diego County > San Diego County > California,3.4,5.10a,5,418
Crying Time Again,Northwest Face > Lembert Dome > Tuolumne Meadows > Yosemite National Park > California,3.5,5.10a,4,419
Toe Crack,Thin Air Face > *Cathedral Ledge > New Hampshire,3.4,5.7,2,420
Tax Man,IRS Wall > Lost Horse Area > Joshua Tree National Park > California,3.5,5.10a,1,421
Simians to the Sun,Watch Crystal > East  Animas > Durango > Colorado,3.5,5.9+,2,422
Plumb Line,Plumb Line Crag > Vedauwoo > Wyoming,3.5,5.9+,1,423
Linn Cove Lullaby,Main Tier > Ship Rock > 2. Northern Mountains Region > North Carolina,3.5,5.10a,2,424
Crazy Alice,Zoo Wall > The Narrows > Wichita Mountains Wildlife Refuge > Oklahoma,3.5,5.8,1,425
Thor,World Domination > Mondo Beyondo > Ten Sleep Canyon > Wyoming,3.5,5.10a,1,426
Carter Classic,Davis Face > Buena Vista > Colorado,3.4,5.9,5,427
Ga-stoned Again,The Gym > Shelf Road > Canon City > Colorado,3.5,5.9,1,428
Dippy Diagonal,Lower Major Mass > 5.3 - Doorway Rocks - Major Mass > East Bluff 05 - Potholes Area > Devil's Lake > Baraboo Range > Wisconsin,3.5,5.7,1,429
R.J. Gold,Sunset North > Sunset Park > Tennessee,3.5,5.9,1,430
Silent Running,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,3.4,-5.1,7,431
Vertical Epic,Stone Wall > Pinnacles North > Holcomb Valley Pinnacles > Big Bear City Area > Big Bear North > Big Bear Lake Area > San Bernardino Mountains > California,3.5,5.10a,1,432
Aurora Borealis,Black Bluff - N. Face (Right Side) > Black Bluff - North Face > Black Bluff > Mill Creek Road/Skyline Drive Area > Big Bear South > Big Bear Lake Area > San Bernardino Mountains > California,3.7,5.9,1,433
Heart and Sole,Echo Rock - West Face > Echo Rock > Echo Rock Area > Central Joshua Tree > Joshua Tree National Park > California,3.5,5.10a,1,434
Precious Orr,T-Wall East > The Tennessee Wall > Tennessee,3.5,-5.1,1,435
New Era,East Face > Kindergarten Rock > Garden of the Gods > Colorado Springs > Colorado,3.4,5.7,2,436
Turkey Shoot,Turkey Rock > Turkey Rocks > South Platte > Colorado,3.5,5.9,3,437
East Face,Lexington Tower > Liberty Bell Group > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington,3.4,5.9+,10,438
More Funky Than Gunky,Camel Jockey > Sinks Canyon > Lander Area > Wyoming,3.5,5.9,1,439
Venom,A. Mr. Jimmy > A. North Canyon > *Jackson Falls > Illinois,3.5,5.10a,1,440
The Black Rose,The Obsidian Wall > Paradise Forks > Sycamore Canyon > Northern Arizona > Arizona,3.5,5.8+,1,441
Poison Ivy,Poison Ivy Wall > 6. The Throne > Sam's Throne > Sam's Throne & Surroundings > North-Central Arkansas > Arkansas,3.5,5.7+,1,442
Waste Knot,Ephel Duath > Towers of Teeth > Middle Earth > Sylvan Lake > Custer State Park > South Dakota,3.8,5.8,1,443
Mammalary Magic,1. Old Sandstone > East Bluff 01 - Sandstone Area > Devil's Lake > Baraboo Range > Wisconsin,3.5,5.10a R,1,444
Direct South Ridge,Notchtop > RMNP - Rock > Alpine Rock > Colorado,3.4,5.9,7,445
Number 6 a.k.a. The Bulge,Minnesota Strip > Interstate SP (Taylors Falls) > Minnesota,3.5,5.10a,1,446
South Crack,Stately Pleasure Dome > Tuolumne Meadows > Yosemite National Park > California,3.4,5.8 R,6,447
The Dike Route,Pywiak Dome > Tuolumne Meadows > Yosemite National Park > California,3.5,5.9 R,5,448
Reef On It!,Upper Tan Corridor > Tan Corridor > Meadow Dome > Staunton Rocks > Staunton State Park > South Platte > Colorado,3.4,-5.1,1,449
Screw,Valley Massif > Vedauwoo > Wyoming,3.5,5.7,2,450
Squeeze Play,Cerberus Gendarme > Zion National Park > Southwest Utah > Utah,3.5,5.10a,1,451
Orange Crush,The Far East > East Side > Horseshoe Canyon Ranch > North-Central Arkansas > Arkansas,3.4,5.9+,1,452
Psychedelic Tree,East Wall > Main Formation > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California,3.4,5.9,3,453
Jamcrack,Sunnyside Bench > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California,3.4,5.9,2,454
Swiss Arete,Mt. Sill > 09 - Palisades & Surrounding Peaks > High Sierra > California,3.4,5.7,6,455
The West Chimney,The Eaglet > Hounds Hump Ridge (Eaglet etc) > WM: Franconia Notch > New Hampshire,3.4,5.7,3,456
Bottomless Topless,1. North Face Main > North Face > Snowshed Wall > Donner Summit > I-80 Corridor > Lake Tahoe > California,3.4,5.10a,1,457
Construction Job,Shortoff Mountain > Linville Gorge > 2. Northern Mountains Region > North Carolina,3.6,5.9,3,458
Boilerplate,The Crossroads > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky,3.4,5.8,1,459
Main Crack,Ed and Terry Wall > Rock Canyon > Southern Wasatch > Wasatch Range > Utah,3.5,5.7,1,460
The 37th Cog in Melvin's Wheel aka Melvin's Wheel,The Bookmark > Lumpy Ridge > Estes Park Valley > Colorado,3.4,5.8,3,461
Hairpin,Main Area Frontside > The Papoose > Shannon Falls > Squamish > British Columbia > Canada > North America > International,3.5,5.10a,5,462
Key Hole,Interiors Wall Area > Escalante Canyon > Grand Junction Area > Colorado,3.4,5.10a/b,1,463
Junco,Jimmy Cliff > *Rumney > New Hampshire,3.3,5.8+,1,464
Angel's Arete,2 Bridge Buttress > Bridge Area > New River Gorge Proper > The New River Gorge > West Virginia,3.5,5.10a R,1,465
Monday Morning Slab Harry Daley Route,5. Monday Morning Slab > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California,3.4,5.8,2,466
Dangling Woo Li Master,Bighorn Mating Grotto > Diarrhea Dome > Central Wonderland > Wonderland South > Wonderland of Rocks > Joshua Tree National Park > California,3.5,5.10a,1,467
Peter's Project,09: Many Pines Buttress > East Bluff 04 - East Rampart > Devil's Lake > Baraboo Range > Wisconsin,3.4,5.7,1,468
Breakfast of Champions,South Astro Dome - Northeast Face > South Astro Dome > The Astro Domes > West Wonderland Valley > Wonderland Valley > Wonderland South > Wonderland of Rocks > Joshua Tree National Park > California,3.4,5.8+,2,469
Nova Express,3. East Face Main > East Face > Snowshed Wall > Donner Summit > I-80 Corridor > Lake Tahoe > California,3.4,5.9+,1,470
Never Never Land,g. V3 - Middle Earth > The Trapps > The Gunks > New York,3.4,5.10a,1,471
